Ligand,Date,Cell,Dose,Variance,Mean,Skew,Kurtosis,alphStatCov,Time,Bivalent
V91K C-term,11/27/2019,Thelper,0.000474,1789246.2,0.0,3.071075,26.835896,-75872.42226223783,1.0,0
V91K C-term,11/27/2019,Thelper,84.0,55833748.0,5070.9883,1.907734,3.5459852,633848.811447606,0.5,0
V91K C-term,11/27/2019,Thelper,28.0,43672284.0,3989.74,2.257398,5.918685,675280.5803392055,0.5,0
V91K C-term,11/27/2019,Thelper,9.333333,2031698.8,603.77783,1.9691449,11.165006,-23097.854325482378,0.5,0
V91K C-term,11/27/2019,Thelper,3.111,2053815.0,600.676,2.9194815,42.29113,-46205.2700318722,0.5,0
V91K C-term,11/27/2019,Thelper,1.037037,2157989.5,618.3994,2.4436626,22.013626,-51301.0723964216,0.5,0
V91K C-term,11/27/2019,Thelper,0.345679,1860035.4,518.4331,2.1878617,28.200508,-44846.859516934535,0.5,0
V91K C-term,11/27/2019,Thelper,0.115226,1976385.5,408.74512,3.0668533,43.08418,-54559.18901733581,0.5,0
V91K C-term,11/27/2019,Thelper,0.038409,1814187.2,463.20264,1.4609827,8.299415,-53067.90649286324,0.5,0
V91K C-term,11/27/2019,Thelper,0.012803,2077934.0,350.60034,3.4611733,57.304577,-67000.51410064651,0.5,0
V91K C-term,11/27/2019,Thelper,0.004268,1825700.4,347.5774,1.7224783,11.487125,-67645.22881845041,0.5,0
V91K C-term,11/27/2019,Thelper,0.001423,1879379.0,272.3916,1.8208829,11.518168,-64868.49552813364,0.5,0
V91K C-term,11/27/2019,Thelper,0.000474,1813607.0,111.75586,2.0983818,15.861231,-65596.69436120566,0.5,0
R38Q N-term,12/5/2019,Treg,84.0,254039230.0,19293.977,0.84167546,0.8345752,1172040.0470583783,4.0,0
R38Q N-term,12/5/2019,Treg,28.0,230893980.0,17647.602,1.1462437,2.0103483,1300065.2955257697,4.0,0
R38Q N-term,12/5/2019,Treg,9.333333,188196800.0,16728.824,0.86424387,0.9023535,1369480.0591361942,4.0,0
R38Q N-term,12/5/2019,Treg,3.111,141969170.0,12239.743,1.213383,2.322463,1385178.8321564374,4.0,0
R38Q N-term,12/5/2019,Treg,1.037037,96979304.0,10234.921,0.7352445,-0.012697458,1131963.0110887894,4.0,0
R38Q N-term,12/5/2019,Treg,0.345679,86609330.0,7676.789,0.9777319,0.6975713,1376071.4925391832,4.0,0
R38Q N-term,12/5/2019,Treg,0.115226,88672980.0,5378.994,2.1808512,7.752961,1097378.200358802,4.0,0
R38Q N-term,12/5/2019,Treg,0.038409,56500104.0,2605.3496,3.0164757,17.896696,713893.8685133313,4.0,0
R38Q N-term,12/5/2019,Treg,0.012803,38821070.0,1092.7183,1.8296812,4.278604,529956.0504939321,4.0,0
R38Q N-term,12/5/2019,Treg,0.004268,33477610.0,341.43457,1.7693448,4.277751,57206.925710652984,4.0,0
R38Q N-term,12/5/2019,Treg,0.001423,41294760.0,0.0,3.218841,16.811306,-114211.44744024838,4.0,0
R38Q N-term,12/5/2019,Treg,0.000474,69677220.0,220.53223,5.511003,45.661964,-105980.8542684995,4.0,0
R38Q N-term,12/5/2019,Treg,84.0,169914460.0,15565.983,0.8327504,1.0113125,1065814.2706445232,2.0,0
R38Q N-term,12/5/2019,Treg,28.0,146185140.0,13599.56,0.95863354,1.0867848,1287866.4878210076,2.0,0
R38Q N-term,12/5/2019,Treg,9.333333,120010990.0,10107.772,1.1325392,1.4416227,1588466.857811239,2.0,0
R38Q N-term,12/5/2019,Treg,3.111,109407380.0,8245.39,1.890806,6.658704,1381358.6286563086,2.0,0
R38Q N-term,12/5/2019,Treg,1.037037,88150730.0,6184.659,1.8775998,5.94102,1456554.6600936458,2.0,0
R38Q N-term,12/5/2019,Treg,0.345679,42104240.0,2498.4053,1.7074142,4.0182953,633176.7623029685,2.0,0
R38Q N-term,12/5/2019,Treg,0.115226,41380212.0,1197.9775,2.323423,8.255983,501095.99540374393,2.0,0
R38Q N-term,12/5/2019,Treg,0.038409,38257410.0,645.6758,2.4967613,10.759248,348135.71037355956,2.0,0
R38Q N-term,12/5/2019,Treg,0.012803,83196216.0,1057.2798,4.288853,26.474182,639570.8492312438,2.0,0
R38Q N-term,12/5/2019,Treg,0.004268,34675256.0,34.589844,2.5244007,10.060331,209803.23061077378,2.0,0
R38Q N-term,12/5/2019,Treg,0.001423,51276828.0,915.7715,2.8117466,11.678704,104530.12297276396,2.0,0
R38Q N-term,12/5/2019,Treg,0.000474,80968840.0,217.63965,4.259877,26.280321,-16712.58370477191,2.0,0
R38Q N-term,12/5/2019,Treg,84.0,186472270.0,16755.457,0.96079034,1.6225419,878684.5139262731,1.0,0
R38Q N-term,12/5/2019,Treg,28.0,134972820.0,12718.394,0.80995536,0.40385985,727209.3582102127,1.0,0
R38Q N-term,12/5/2019,Treg,9.333333,117849870.0,9673.368,1.1931521,2.185412,1110372.6053240115,1.0,0
R38Q N-term,12/5/2019,Treg,3.111,143669710.0,6535.836,2.6654997,10.141634,691342.4696642053,1.0,0
R38Q N-term,12/5/2019,Treg,1.037037,70711920.0,2584.8838,3.5525787,21.859756,759524.1609198317,1.0,0
R38Q N-term,12/5/2019,Treg,0.345679,68935320.0,901.59424,4.436904,28.226952,869683.6292551762,1.0,0
R38Q N-term,12/5/2019,Treg,0.115226,56020140.0,797.42236,3.6096797,20.406635,404783.0435226922,1.0,0
R38Q N-term,12/5/2019,Treg,0.038409,40513500.0,406.30127,2.410099,8.147631,397912.57752077864,1.0,0
R38Q N-term,12/5/2019,Treg,0.012803,35597212.0,0.0,3.1026237,15.555088,137351.00955785025,1.0,0
R38Q N-term,12/5/2019,Treg,0.004268,46092110.0,0.0,5.003205,40.188698,94159.26517793947,1.0,0
R38Q N-term,12/5/2019,Treg,0.001423,50991910.0,0.0,4.760952,33.540504,-144839.32349138058,1.0,0
R38Q N-term,12/5/2019,Treg,0.000474,115961144.0,449.3955,3.3247402,12.204403,-490155.70686174923,1.0,0
R38Q N-term,12/5/2019,Treg,84.0,217953620.0,19406.3,0.73424184,1.1024103,1165974.0730769946,0.5,0
R38Q N-term,12/5/2019,Treg,28.0,189462420.0,16219.183,1.0408103,1.711699,1220268.5430993869,0.5,0
R38Q N-term,12/5/2019,Treg,9.333333,102447810.0,9089.953,0.9530864,0.51293755,878756.6375922713,0.5,0
R38Q N-term,12/5/2019,Treg,3.111,75925680.0,5496.125,2.2842798,10.837346,1103583.3942496842,0.5,0
R38Q N-term,12/5/2019,Treg,1.037037,52660200.0,2087.79,2.9202862,17.187925,779510.0661735211,0.5,0
R38Q N-term,12/5/2019,Treg,0.345679,38106040.0,352.69922,2.2442155,7.125005,232641.3657325729,0.5,0
R38Q N-term,12/5/2019,Treg,0.115226,41865012.0,1073.3325,2.7781665,13.206928,486282.5742472598,0.5,0
R38Q N-term,12/5/2019,Treg,0.038409,24572732.0,0.0,2.027991,7.492408,124386.03030157815,0.5,0
R38Q N-term,12/5/2019,Treg,0.012803,47880028.0,643.313,3.059415,12.743691,567240.3434289813,0.5,0
R38Q N-term,12/5/2019,Treg,0.004268,32820316.0,0.0,2.2517166,8.481666,282432.5714440772,0.5,0
R38Q N-term,12/5/2019,Treg,0.001423,28659344.0,0.0,2.3395035,8.920361,27281.25338812648,0.5,0
R38Q N-term,12/5/2019,Treg,0.000474,39353484.0,0.0,2.4048917,7.7210255,-149876.7814990687,0.5,0
R38Q N-term,12/5/2019,Thelper,84.0,153998370.0,10076.818,1.4349898,1.765779,984923.252464946,4.0,0
R38Q N-term,12/5/2019,Thelper,28.0,93876460.0,7129.862,1.6292812,2.4495873,869626.3947654034,4.0,0
R38Q N-term,12/5/2019,Thelper,9.333333,86520850.0,5955.6255,2.1557755,5.3406305,916555.0878889125,4.0,0
R38Q N-term,12/5/2019,Thelper,3.111,43290360.0,3435.671,2.6230135,7.714612,568572.6157838354,4.0,0
R38Q N-term,12/5/2019,Thelper,1.037037,20412032.0,1900.4736,3.5536237,15.790449,306003.7013490338,4.0,0
R38Q N-term,12/5/2019,Thelper,0.345679,7402298.0,828.9866,4.641116,34.520176,103837.5045028781,4.0,0
R38Q N-term,12/5/2019,Thelper,0.115226,4473681.0,383.88354,9.675998,219.80493,6798.994674574438,4.0,0
R38Q N-term,12/5/2019,Thelper,0.038409,2879112.0,104.231445,13.8352785,564.7762,-21274.24190794615,4.0,0
R38Q N-term,12/5/2019,Thelper,0.012803,1967661.6,37.351562,2.2279298,19.00065,-37203.80015903711,4.0,0
R38Q N-term,12/5/2019,Thelper,0.004268,1856160.1,28.64795,1.963337,14.567638,-40639.5285576483,4.0,0
R38Q N-term,12/5/2019,Thelper,0.001423,2113246.5,33.46045,2.809362,28.208961,-39343.705024312745,4.0,0
R38Q N-term,12/5/2019,Thelper,0.000474,3102642.8,0.0,9.947103,225.66563,-39962.03579180654,4.0,0
R38Q N-term,12/5/2019,Thelper,84.0,70673170.0,6486.2437,1.5551965,2.2713056,389505.6491388787,2.0,0
R38Q N-term,12/5/2019,Thelper,28.0,48145410.0,4711.58,1.9838021,4.296197,445385.1477505148,2.0,0
R38Q N-term,12/5/2019,Thelper,9.333333,13521602.0,1485.6436,3.7114015,19.24163,219918.09225286634,2.0,0
R38Q N-term,12/5/2019,Thelper,3.111,5573366.5,732.68066,3.8546312,25.135082,67589.58212483299,2.0,0
R38Q N-term,12/5/2019,Thelper,1.037037,3291693.0,485.7307,3.5613923,31.576649,16185.435750684663,2.0,0
R38Q N-term,12/5/2019,Thelper,0.345679,2034893.6,133.07202,2.3495486,21.105167,-24781.713204247782,2.0,0
R38Q N-term,12/5/2019,Thelper,0.115226,2259363.0,198.18506,2.5599945,22.408026,-37635.0024180471,2.0,0
R38Q N-term,12/5/2019,Thelper,0.038409,2211937.2,131.56763,4.0162435,69.46562,-35344.0599013521,2.0,0
R38Q N-term,12/5/2019,Thelper,0.012803,1974975.4,32.18579,3.7521687,75.880714,-40466.92762525392,2.0,0
R38Q N-term,12/5/2019,Thelper,0.004268,1853237.0,127.38208,1.594323,12.719599,-34950.02236127191,2.0,0
R38Q N-term,12/5/2019,Thelper,0.001423,2887921.0,196.64502,8.97854,221.31573,-37613.37279374076,2.0,0
R38Q N-term,12/5/2019,Thelper,0.000474,3358224.0,12.172119,8.046839,131.03485,-48763.77833008311,2.0,0
R38Q N-term,12/5/2019,Thelper,84.0,77865760.0,7219.5894,1.3165987,1.4249778,432483.60846972663,1.0,0
R38Q N-term,12/5/2019,Thelper,28.0,55089200.0,5086.0225,1.8315243,3.7070398,454061.56645105453,1.0,0
R38Q N-term,12/5/2019,Thelper,9.333333,9882731.0,975.6416,3.9771035,22.131527,143265.78079695598,1.0,0
R38Q N-term,12/5/2019,Thelper,3.111,5007994.0,264.96802,6.954363,87.46531,-6803.876070360045,1.0,0
R38Q N-term,12/5/2019,Thelper,1.037037,3291603.8,72.09155,9.878175,247.63545,-38029.33738680089,1.0,0
R38Q N-term,12/5/2019,Thelper,0.345679,2267303.0,0.0,6.032352,127.99431,-43342.127322344786,1.0,0
R38Q N-term,12/5/2019,Thelper,0.115226,1954201.6,88.753174,2.176077,21.596085,-31294.46907274979,1.0,0
R38Q N-term,12/5/2019,Thelper,0.038409,2231619.2,0.0,6.2897,144.29253,-42006.18846831657,1.0,0
R38Q N-term,12/5/2019,Thelper,0.012803,2685015.0,57.758057,10.874268,344.83777,-35185.70053247566,1.0,0
R38Q N-term,12/5/2019,Thelper,0.004268,2422825.2,0.0,5.5579157,86.863335,-55149.84188556899,1.0,0
R38Q N-term,12/5/2019,Thelper,0.001423,5924473.5,27.13501,13.348775,296.38654,-39879.848735621694,1.0,0
R38Q N-term,12/5/2019,Thelper,0.000474,6132734.0,0.0,10.71086,170.97113,-63879.429389089804,1.0,0
R38Q N-term,12/5/2019,Thelper,84.0,132150584.0,10491.705,1.0611614,0.5251746,881785.1908990311,0.5,0
R38Q N-term,12/5/2019,Thelper,28.0,81232830.0,6756.8354,1.6726243,2.8497462,772070.5706516345,0.5,0
R38Q N-term,12/5/2019,Thelper,9.333333,5949445.5,835.59985,4.2276754,30.031776,83727.6695801445,0.5,0
R38Q N-term,12/5/2019,Thelper,3.111,2855300.0,432.78906,3.3758523,33.827328,3255.9119493168428,0.5,0
R38Q N-term,12/5/2019,Thelper,1.037037,2675922.5,415.41187,6.6011887,149.2697,-8372.675771721373,0.5,0
R38Q N-term,12/5/2019,Thelper,0.345679,1981164.8,241.67627,1.7368257,12.075627,-25178.289412581726,0.5,0
R38Q N-term,12/5/2019,Thelper,0.115226,1947477.0,262.208,1.643608,12.493659,-30124.40576350101,0.5,0
R38Q N-term,12/5/2019,Thelper,0.038409,1857001.8,186.45972,1.0163114,2.9587421,-27156.630458230942,0.5,0
R38Q N-term,12/5/2019,Thelper,0.012803,1980637.0,291.98853,1.7678474,15.743229,-37896.260718566846,0.5,0
R38Q N-term,12/5/2019,Thelper,0.004268,1924518.9,186.00122,1.665268,12.061392,-36343.613211041215,0.5,0
R38Q N-term,12/5/2019,Thelper,0.001423,2006663.1,50.437744,3.5271404,62.910088,-51581.13221958726,0.5,0
R38Q N-term,12/5/2019,Thelper,0.000474,3647764.8,13.144531,9.941749,221.49757,-73950.31587838187,0.5,0
F42Q N-Term,12/5/2019,Treg,84.0,329327200.0,22234.783,0.5396963,-0.2093463,1611472.0879521188,4.0,0
F42Q N-Term,12/5/2019,Treg,28.0,325273060.0,22755.848,0.429925,-0.0036747456,2458949.2697656457,4.0,0
F42Q N-Term,12/5/2019,Treg,9.333333,343615870.0,21160.195,0.5905793,-0.1403315,2954197.209476692,4.0,0
F42Q N-Term,12/5/2019,Treg,3.111,255878480.0,16224.865,0.79091275,0.5051377,2469000.4696016265,4.0,0
F42Q N-Term,12/5/2019,Treg,1.037037,231382670.0,11594.816,1.098862,1.3974676,1995374.2995230828,4.0,0
F42Q N-Term,12/5/2019,Treg,0.345679,164850240.0,5823.3105,1.2192025,1.4269753,887797.1868499448,4.0,0
F42Q N-Term,12/5/2019,Treg,0.115226,120780300.0,2834.669,1.0627135,0.3784597,220882.6326037157,4.0,0
F42Q N-Term,12/5/2019,Treg,0.038409,160107890.0,2502.0586,1.8669838,4.330845,397605.17061807576,4.0,0
F42Q N-Term,12/5/2019,Treg,0.012803,152338370.0,1700.3984,2.382577,8.43304,160350.99636409266,4.0,0
F42Q N-Term,12/5/2019,Treg,0.004268,169480640.0,1764.918,1.9153813,4.821487,17123.335612424562,4.0,0
F42Q N-Term,12/5/2019,Treg,0.001423,297313150.0,1603.5791,2.6650288,7.404372,-1272972.2565578022,4.0,0
F42Q N-Term,12/5/2019,Treg,0.000474,511061470.0,3508.2607,2.4123769,4.8598547,-1705325.6700526716,4.0,0
F42Q N-Term,12/5/2019,Treg,84.0,388437900.0,23802.328,0.52891403,-0.57095504,2882241.5767542897,2.0,0
F42Q N-Term,12/5/2019,Treg,28.0,342836060.0,21104.582,0.47594303,-0.48505783,2527070.829857689,2.0,0
F42Q N-Term,12/5/2019,Treg,9.333333,302205900.0,12742.9375,1.0208914,0.6836152,2828843.298411124,2.0,0
F42Q N-Term,12/5/2019,Treg,3.111,118341656.0,2761.6045,1.322247,1.7028031,798101.8371541348,2.0,0
F42Q N-Term,12/5/2019,Treg,1.037037,128739500.0,2016.957,1.5327492,2.5119152,479713.67910563014,2.0,0
F42Q N-Term,12/5/2019,Treg,0.345679,86978890.0,0.0,1.6581972,3.60775,-113248.7538294207,2.0,0
F42Q N-Term,12/5/2019,Treg,0.115226,77333030.0,0.0,2.0090058,5.873213,-305816.0886302953,2.0,0
F42Q N-Term,12/5/2019,Treg,0.038409,72289464.0,0.0,1.9921646,4.6575027,-133474.6784505739,2.0,0
F42Q N-Term,12/5/2019,Treg,0.012803,59834684.0,0.0,2.3978546,10.353382,80630.9999199673,2.0,0
F42Q N-Term,12/5/2019,Treg,0.004268,102821496.0,260.73047,1.6006286,2.8270593,-339361.31907412206,2.0,0
F42Q N-Term,12/5/2019,Treg,0.001423,104513610.0,0.0,1.9039592,4.147502,-260323.6709899036,2.0,0
F42Q N-Term,12/5/2019,Treg,0.000474,132921650.0,0.0,2.8953512,13.974388,-437422.15081387927,2.0,0
F42Q N-Term,12/5/2019,Treg,84.0,387369100.0,25325.008,0.45508802,-0.47314787,2422508.23687852,1.0,0
F42Q N-Term,12/5/2019,Treg,28.0,416754660.0,22501.129,0.61553323,-0.4814191,3081426.500915955,1.0,0
F42Q N-Term,12/5/2019,Treg,9.333333,154132210.0,3425.8008,1.8154875,4.445307,1369486.3483706636,1.0,0
F42Q N-Term,12/5/2019,Treg,3.111,144391500.0,1709.1533,2.5970056,10.811379,395966.39579559444,1.0,0
F42Q N-Term,12/5/2019,Treg,1.037037,102212380.0,588.36523,1.742625,4.6224747,-126089.05475560117,1.0,0
F42Q N-Term,12/5/2019,Treg,0.345679,125297550.0,228.27441,1.7581,3.1352763,-512097.40193900623,1.0,0
F42Q N-Term,12/5/2019,Treg,0.115226,95297496.0,0.0,1.8436115,4.7066455,-298554.4054561285,1.0,0
F42Q N-Term,12/5/2019,Treg,0.038409,105184930.0,0.0,1.602622,2.4357572,-496581.9468707141,1.0,0
F42Q N-Term,12/5/2019,Treg,0.012803,196312380.0,543.6875,2.7040813,9.15829,-21154.08083282597,1.0,0
F42Q N-Term,12/5/2019,Treg,0.004268,137840030.0,592.1846,2.4712248,9.44429,-226628.15374316098,1.0,0
F42Q N-Term,12/5/2019,Treg,0.001423,85917820.0,0.0,3.0548599,12.704931,-188521.08863615087,1.0,0
F42Q N-Term,12/5/2019,Treg,0.000474,91128744.0,0.0,1.8749843,4.020191,27537.12987474821,1.0,0
F42Q N-Term,12/5/2019,Treg,84.0,459050850.0,26762.438,0.36286756,-0.8945856,3167230.175780802,0.5,0
F42Q N-Term,12/5/2019,Treg,28.0,308475100.0,18019.92,0.6428774,0.028403759,2804991.7710274835,0.5,0
F42Q N-Term,12/5/2019,Treg,9.333333,79809384.0,0.0,1.3025068,1.4059124,432737.9008330165,0.5,0
F42Q N-Term,12/5/2019,Treg,3.111,82580536.0,0.0,1.6808381,3.0977688,59328.64185843059,0.5,0
F42Q N-Term,12/5/2019,Treg,1.037037,150291600.0,636.08203,2.7827845,11.824209,1822379.5459630461,0.5,0
F42Q N-Term,12/5/2019,Treg,0.345679,117906744.0,0.0,2.1014407,4.9598603,191247.21449591566,0.5,0
F42Q N-Term,12/5/2019,Treg,0.115226,102964980.0,0.0,1.8938845,4.0362315,-435504.44973880425,0.5,0
F42Q N-Term,12/5/2019,Treg,0.038409,120353304.0,188.13379,2.0011373,5.712126,-143178.41943036742,0.5,0
F42Q N-Term,12/5/2019,Treg,0.012803,69259464.0,0.0,1.940779,5.3687134,-158551.42671633215,0.5,0
F42Q N-Term,12/5/2019,Treg,0.004268,144093070.0,0.0,2.641792,10.012171,-432706.60862440366,0.5,0
F42Q N-Term,12/5/2019,Treg,0.001423,205971040.0,0.0,2.7444184,8.349172,-709653.4392797819,0.5,0
F42Q N-Term,12/5/2019,Treg,0.000474,434160300.0,20.481445,3.1854417,9.065633,-1192037.8946690476,0.5,0
N88D C-term,12/5/2019,Treg,84.0,326168900.0,24587.77,0.709875,0.8009441,417982.94410560466,4.0,0
N88D C-term,12/5/2019,Treg,28.0,327808900.0,27199.746,0.56899357,0.5444758,1407715.1859527477,4.0,0
N88D C-term,12/5/2019,Treg,9.333333,295857060.0,22413.574,1.0348873,1.8249726,1297018.449294542,4.0,0
N88D C-term,12/5/2019,Treg,3.111,181916140.0,17303.86,0.584298,0.061536074,798149.0976339005,4.0,0
N88D C-term,12/5/2019,Treg,1.037037,134259920.0,10391.301,0.77862644,0.9095237,1304797.2093857299,4.0,0
N88D C-term,12/5/2019,Treg,0.345679,159914180.0,7051.548,1.6377437,4.1906986,1187689.6197647052,4.0,0
N88D C-term,12/5/2019,Treg,0.115226,69156520.0,1274.6104,1.4997935,2.5475988,318852.5883105305,4.0,0
N88D C-term,12/5/2019,Treg,0.038409,140391060.0,2176.4414,2.577917,8.920941,-142300.0624611654,4.0,0
N88D C-term,12/5/2019,Treg,0.012803,47962188.0,0.0,1.8703125,3.9120493,-402738.4030012636,4.0,0
N88D C-term,12/5/2019,Treg,0.004268,122091760.0,0.0,4.2056108,24.078915,193138.11876897755,4.0,0
N88D C-term,12/5/2019,Treg,0.001423,98164760.0,459.41016,3.0066683,14.535395,371427.5796814508,4.0,0
N88D C-term,12/5/2019,Treg,0.000474,70811230.0,0.0,2.1703286,5.508893,-274352.7618129437,4.0,0
N88D C-term,12/5/2019,Treg,84.0,417163620.0,35380.25,0.43218422,-0.09271479,1854563.345493703,2.0,0
N88D C-term,12/5/2019,Treg,28.0,374223230.0,27903.598,0.44787893,0.056916237,1829591.180958105,2.0,0
N88D C-term,12/5/2019,Treg,9.333333,226792960.0,11572.018,1.5002626,3.2326097,2045959.0843282572,2.0,0
N88D C-term,12/5/2019,Treg,3.111,138453520.0,8000.9736,1.2068553,1.7126789,1226537.4253113756,2.0,0
N88D C-term,12/5/2019,Treg,1.037037,100581816.0,3089.6484,1.4544712,2.055307,673839.4915075582,2.0,0
N88D C-term,12/5/2019,Treg,0.345679,97378060.0,829.0654,2.9712832,13.720123,707991.7957276481,2.0,0
N88D C-term,12/5/2019,Treg,0.115226,60360716.0,60.341797,1.9333055,4.677999,99062.45114631578,2.0,0
N88D C-term,12/5/2019,Treg,0.038409,86752760.0,393.7998,2.3060765,6.0898695,608855.0327706822,2.0,0
N88D C-term,12/5/2019,Treg,0.012803,145602320.0,2121.0889,2.249239,6.0227118,277669.2482754202,2.0,0
N88D C-term,12/5/2019,Treg,0.004268,72944020.0,239.44434,1.9130334,4.3672748,303354.9932720276,2.0,0
N88D C-term,12/5/2019,Treg,0.001423,64687804.0,0.0,1.9603286,4.8531766,-12898.739129761032,2.0,0
N88D C-term,12/5/2019,Treg,0.000474,61520836.0,0.0,1.8761346,3.3305712,-14674.94470748544,2.0,0
N88D C-term,12/5/2019,Treg,84.0,324785280.0,34059.035,0.28390494,0.23106194,1031625.4066719734,1.0,0
N88D C-term,12/5/2019,Treg,28.0,337006660.0,27952.367,0.50335264,-0.17427444,1250437.00672751,1.0,0
N88D C-term,12/5/2019,Treg,9.333333,144349300.0,5610.047,1.542061,2.3432808,1335034.854592722,1.0,0
N88D C-term,12/5/2019,Treg,3.111,134288050.0,5336.801,1.949746,5.496624,849060.4039107626,1.0,0
N88D C-term,12/5/2019,Treg,1.037037,105790080.0,1463.5723,2.812745,11.139664,794529.7596957097,1.0,0
N88D C-term,12/5/2019,Treg,0.345679,83488230.0,1072.0771,2.330604,8.563833,-110758.98002311263,1.0,0
N88D C-term,12/5/2019,Treg,0.115226,69925710.0,0.0,3.6376133,24.92652,35224.53997668268,1.0,0
N88D C-term,12/5/2019,Treg,0.038409,69093820.0,0.0,3.8325071,27.199999,151707.08071643204,1.0,0
N88D C-term,12/5/2019,Treg,0.012803,65953890.0,0.0,2.141947,5.7182083,-252055.84954282676,1.0,0
N88D C-term,12/5/2019,Treg,0.004268,79734024.0,897.49414,2.678828,12.772895,-36446.926749582744,1.0,0
N88D C-term,12/5/2019,Treg,0.001423,120285576.0,0.0,3.3176463,15.982956,-123473.92596143663,1.0,0
N88D C-term,12/5/2019,Treg,0.000474,301199780.0,2218.5254,3.027595,8.781466,-408426.87630538514,1.0,0
N88D C-term,12/5/2019,Treg,84.0,444589340.0,39678.746,-0.08284347,-0.5213642,2259351.9639226254,0.5,0
N88D C-term,12/5/2019,Treg,28.0,421810460.0,35499.426,0.18350399,-0.5165181,1717392.368078535,0.5,0
N88D C-term,12/5/2019,Treg,9.333333,152515970.0,6102.3643,1.4437486,1.9835606,1550652.138910995,0.5,0
N88D C-term,12/5/2019,Treg,3.111,123239170.0,3763.126,1.6991,3.639214,833466.7918461785,0.5,0
N88D C-term,12/5/2019,Treg,1.037037,96766210.0,1287.708,2.5693321,12.054989,205130.63136058138,0.5,0
N88D C-term,12/5/2019,Treg,0.345679,72242490.0,1189.2959,1.5607188,2.6275582,85591.89603234966,0.5,0
N88D C-term,12/5/2019,Treg,0.115226,85496770.0,380.55762,3.0270817,15.095211,325339.10424450797,0.5,0
N88D C-term,12/5/2019,Treg,0.038409,64376830.0,0.0,1.7284545,2.9896193,-142178.95992438094,0.5,0
N88D C-term,12/5/2019,Treg,0.012803,73156580.0,832.4717,2.0076683,5.147399,164855.64938564968,0.5,0
N88D C-term,12/5/2019,Treg,0.004268,96888980.0,910.501,2.6095402,9.889204,-9767.460212832191,0.5,0
N88D C-term,12/5/2019,Treg,0.001423,74188370.0,0.0,2.1574333,5.687214,127237.7464453512,0.5,0
N88D C-term,12/5/2019,Treg,0.000474,69392310.0,0.0,2.469819,7.242551,530425.5544759968,0.5,0
F42Q N-Term,12/5/2019,Thelper,84.0,111138980.0,4700.3643,3.1963723,12.193478,1056652.533443759,4.0,0
F42Q N-Term,12/5/2019,Thelper,28.0,72464910.0,3315.9639,3.674729,16.682379,887115.4124793166,4.0,0
F42Q N-Term,12/5/2019,Thelper,9.333333,43721476.0,1910.185,4.4251113,24.577694,546676.4306877396,4.0,0
F42Q N-Term,12/5/2019,Thelper,3.111,14987118.0,815.6333,4.7392163,34.64728,166441.92088154575,4.0,0
F42Q N-Term,12/5/2019,Thelper,1.037037,8465971.0,318.38916,4.980814,49.944168,41714.85772915405,4.0,0
F42Q N-Term,12/5/2019,Thelper,0.345679,7038732.0,161.54639,3.2135322,18.87133,1433.6136930410894,4.0,0
F42Q N-Term,12/5/2019,Thelper,0.115226,7449471.5,215.00781,4.43736,43.595566,-24388.430928787508,4.0,0
F42Q N-Term,12/5/2019,Thelper,0.038409,5857821.0,0.0,4.0592837,37.87775,-43799.31353549239,4.0,0
F42Q N-Term,12/5/2019,Thelper,0.012803,6298722.0,50.679688,4.7904215,62.007515,-46857.63759031624,4.0,0
F42Q N-Term,12/5/2019,Thelper,0.004268,8821522.0,92.37305,7.441147,120.53574,-33277.647096564564,4.0,0
F42Q N-Term,12/5/2019,Thelper,0.001423,27466946.0,292.15918,8.562472,94.661354,-57707.14523112,4.0,0
F42Q N-Term,12/5/2019,Thelper,0.000474,52194790.0,538.812,8.046166,74.30293,-6332.255183832226,4.0,0
F42Q N-Term,12/5/2019,Thelper,84.0,61918492.0,3112.9062,3.4297261,14.806107,690577.4324575005,2.0,0
F42Q N-Term,12/5/2019,Thelper,28.0,37324256.0,1579.0757,4.412278,26.097927,453987.8251286646,2.0,0
F42Q N-Term,12/5/2019,Thelper,9.333333,6763869.0,0.0,4.9893503,45.627384,10350.655576380317,2.0,0
F42Q N-Term,12/5/2019,Thelper,3.111,4649872.5,0.0,3.1549106,22.313475,-51522.31954796156,2.0,0
F42Q N-Term,12/5/2019,Thelper,1.037037,4898435.5,0.0,3.3082771,23.895824,-60776.44288597342,2.0,0
F42Q N-Term,12/5/2019,Thelper,0.345679,4629896.0,0.0,2.928784,17.5181,-55322.78849154337,2.0,0
F42Q N-Term,12/5/2019,Thelper,0.115226,4325146.5,0.0,4.124403,59.687366,-54609.30601353357,2.0,0
F42Q N-Term,12/5/2019,Thelper,0.038409,4419933.5,0.0,9.939512,340.3958,-72831.0058466443,2.0,0
F42Q N-Term,12/5/2019,Thelper,0.012803,4466043.5,0.0,4.6118965,73.61953,-55834.740893712675,2.0,0
F42Q N-Term,12/5/2019,Thelper,0.004268,5939196.5,0.0,4.8600426,53.17438,-52748.024126499535,2.0,0
F42Q N-Term,12/5/2019,Thelper,0.001423,4563244.0,0.0,3.5733194,35.73874,-72253.73095310107,2.0,0
F42Q N-Term,12/5/2019,Thelper,0.000474,6260255.5,0.0,7.0731463,165.71083,-56339.45289775098,2.0,0
